round_index,proposal_index,generated_index_before_step,draft_token_id,target_greedy_token_id,accepted_greedy,draft_entropy_nats,draft_top1_prob,target_entropy_nats,target_top1_prob,prompt_index,dataset_id,category,source_dataset,source_id,prompt_hash,token_record_index
3,1,4,4086,4086,1,1.2912917137145996,0.8502558469772339,0.00385283213108778,0.9996863603591919,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,4
3,2,5,338,338,1,2.9669575691223145,0.4869287610054016,0.0933339074254036,0.989608108997345,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,5
3,3,6,385,385,1,3.91159725189209,0.23090940713882446,0.032314300537109375,0.9957538843154907,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,6
3,4,7,11828,11828,1,3.690459966659546,0.38295209407806396,0.012109341099858284,0.998727023601532,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,7
4,1,8,2794,2794,1,2.3085622787475586,0.5472518801689148,0.01045682281255722,0.9989363551139832,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,8
4,2,9,310,310,1,0.13216352462768555,0.9825303554534912,0.006381354760378599,0.9994012117385864,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,9
4,3,10,16743,16743,1,3.937492609024048,0.18756002187728882,0.020167797803878784,0.9980394840240479,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,10
4,4,11,411,411,1,0.054013632237911224,0.9948086142539978,0.002308329101651907,0.9998045563697815,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,11
5,1,12,4086,4086,1,2.436534881591797,0.6068255305290222,0.0185261070728302,0.9980069994926453,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,12
5,2,13,12651,12651,1,1.8985975980758667,0.7202242016792297,0.01300024800002575,0.9986984729766846,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,13
5,3,14,29889,29889,1,1.6235206127166748,0.6677920818328857,0.1307230293750763,0.9804291725158691,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,14
5,4,15,13,13,1,1.7609429359436035,0.7162463665008545,0.9927728772163391,0.5345076322555542,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,15
6,1,16,29928,1252,0,4.08853816986084,0.11815381795167923,1.1698918342590332,0.6888535618782043,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,16
7,1,17,9422,9018,0,2.8993048667907715,0.2391505241394043,0.002693973947316408,0.9997713565826416,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,17
8,1,18,362,362,1,0.7559810876846313,0.764319121837616,0.0009565869113430381,0.9999141693115234,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,18
8,2,19,29901,29901,1,2.1257972717285156,0.5645076036453247,0.0866803228855133,0.9880920052528381,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,19
8,3,20,450,450,1,4.779747009277344,0.16154588758945465,1.2982455492019653,0.6472773551940918,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,20
8,4,21,15968,13382,0,5.638092517852783,0.19375470280647278,0.5902875065803528,0.8936458826065063,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,21
9,1,22,310,5922,0,2.764728546142578,0.5580203533172607,2.6564712524414062,0.14998233318328857,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,22
10,1,23,393,393,1,2.0742063522338867,0.6425022482872009,0.18900825083255768,0.9595903158187866,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,23
10,2,24,278,10106,0,4.06498908996582,0.2454703003168106,1.0293676853179932,0.7638047933578491,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,24
11,1,25,4955,4955,1,1.4886887073516846,0.6710371375083923,0.0005287490203045309,0.9999604821205139,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,25
11,2,26,29892,29892,1,1.4128727912902832,0.8013691902160645,0.031157860532402992,0.9953780174255371,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,26
11,3,27,278,727,0,4.744901657104492,0.19822990894317627,0.214772567152977,0.9505475759506226,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,27
12,1,28,756,756,1,2.1049270629882812,0.3623718023300171,0.030331965535879135,0.9955236911773682,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,28
12,2,29,1063,1063,1,0.4723398685455322,0.9219703674316406,0.004188940394669771,0.9995478987693787,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,29
12,3,30,263,263,1,2.1279444694519043,0.6712630987167358,0.008007723838090897,0.9992488622665405,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,30
12,4,31,3619,3619,1,5.156900405883789,0.06197230517864227,0.048746269196271896,0.9938094615936279,140,logiqa,logic,datatune/LogiQA2.0,6341,e550822875b23412372d2075bc86ad580a43d3df,31
1,1,0,6182,6182,1,5.388545036315918,0.15620644390583038,0.8850190043449402,0.7434297204017639,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,0
1,2,1,756,756,1,3.383965492248535,0.39778628945350647,0.06402858346700668,0.9905032515525818,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,1
1,3,2,29871,29871,1,2.830120086669922,0.5500121116638184,0.00769094517454505,0.9992343783378601,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,2
1,4,3,29906,29896,0,1.376304030418396,0.5819380283355713,0.29700347781181335,0.9251007437705994,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,3
2,1,4,29953,29941,0,2.228679895401001,0.38646048307418823,0.01952280104160309,0.9978413581848145,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,4
3,1,5,7254,7254,1,1.6206082105636597,0.7788246870040894,0.0007472424767911434,0.9999383687973022,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,5
3,2,6,528,528,1,0.47916099429130554,0.9469298124313354,1.695376522548031e-05,0.999998927116394,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,6
3,3,7,381,381,1,0.0997101292014122,0.9802777171134949,3.193439988535829e-05,0.9999979734420776,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,7
3,4,8,1372,1372,1,0.010995632037520409,0.9988808035850525,8.705867315939031e-08,1.0,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,8
4,1,9,322,322,1,2.240205764770508,0.43489059805870056,0.30474549531936646,0.9218975901603699,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,9
4,2,10,29871,29871,1,1.7187004089355469,0.7123206853866577,3.000747528858483e-05,0.9999982118606567,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,10
4,3,11,29941,29906,0,1.8249993324279785,0.32581326365470886,0.03966817632317543,0.9938712120056152,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,11
5,1,12,29953,29946,0,3.623491048812866,0.1598537266254425,0.01022349577397108,0.9989505410194397,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,12
6,1,13,7254,17354,0,2.609247922897339,0.5871694087982178,9.80887925834395e-05,0.9999927878379822,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,13
7,1,14,528,528,1,1.4548741579055786,0.8220618367195129,1.881872049125377e-05,0.9999988079071045,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,14
7,2,15,381,381,1,0.08105972409248352,0.9859148263931274,0.00013658565876539797,0.9999900460243225,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,15
7,3,16,1372,1372,1,0.01613830402493477,0.998383641242981,1.3275786159283598e-07,1.0,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,16
7,4,17,29889,2175,0,1.9478830099105835,0.575604259967804,0.016070811077952385,0.9979471564292908,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,17
8,1,18,29889,29889,1,2.6601662635803223,0.36821162700653076,0.10615544021129608,0.978204071521759,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,18
8,2,19,13,13,1,3.3824877738952637,0.2965147793292999,0.12367996573448181,0.9757435917854309,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,19
8,3,20,1576,13,0,5.2500224113464355,0.04610849544405937,0.7989940047264099,0.736872136592865,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,20
9,1,21,1576,1252,0,5.380378723144531,0.04615863785147667,2.5539205074310303,0.4384158253669739,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,21
10,1,22,1547,9018,0,3.477647066116333,0.16620071232318878,0.008520461618900299,0.9989983439445496,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,22
11,1,23,362,362,1,0.5175302028656006,0.8688452839851379,2.198601396230515e-05,0.9999984502792358,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,23
11,2,24,29901,29901,1,1.015351414680481,0.862411618232727,0.0010541124502196908,0.9999127984046936,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,24
11,3,25,6182,13,0,5.067444801330566,0.24301159381866455,0.25052130222320557,0.9556588530540466,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,25
12,1,26,1252,13,0,5.414559364318848,0.09075836092233658,0.42689022421836853,0.9145061373710632,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,26
13,1,27,1252,29930,0,5.577724456787109,0.06804921478033066,1.8338348865509033,0.27738624811172485,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,27
14,1,28,450,28144,0,6.9282331466674805,0.026665952056646347,0.32072895765304565,0.9315586090087891,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,28
15,1,29,310,310,1,4.028332710266113,0.34305980801582336,8.385788987652631e-07,1.0,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,29
15,2,30,278,6182,0,3.519179344177246,0.42874857783317566,0.3626132905483246,0.8881350755691528,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,30
16,1,31,29915,29915,1,3.778115749359131,0.3406304717063904,0.0003707149007823318,0.9999673366546631,141,gsm8k,math,gsm8k/main,train_968,4f1564bfdba7ed8b983da1f63b4c0cc3db712f4b,31
1,1,0,960,13,0,5.960597038269043,0.07264174520969391,1.150256872177124,0.8284526467323303,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,0
2,1,1,1576,13,0,5.487933158874512,0.04151201993227005,1.9034466743469238,0.7066129446029663,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,1
3,1,2,1576,29896,0,5.574161529541016,0.04204680025577545,4.205562591552734,0.12848196923732758,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,2
4,1,3,29889,29889,1,2.1153082847595215,0.5983832478523254,0.17813913524150848,0.9750838279724121,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,3
4,2,4,450,2688,0,6.275559902191162,0.06193406507372856,2.2921338081359863,0.372659295797348,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,4
5,1,5,526,13389,0,4.824460983276367,0.159833624958992,2.275934934616089,0.3321060240268707,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,5
6,1,6,20487,278,0,5.8665771484375,0.10073212534189224,0.9310312271118164,0.6858117580413818,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,6
7,1,7,1021,805,0,6.909451484680176,0.036763086915016174,1.421419382095337,0.6106120347976685,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,7
8,1,8,29874,4245,0,3.688823699951172,0.1630915254354477,0.14381471276283264,0.9706829190254211,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,8
9,1,9,21054,21054,1,4.831718444824219,0.13368596136569977,1.5730969905853271,0.40929070115089417,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,9
9,2,10,272,272,1,0.8873378038406372,0.7392221093177795,0.026455741375684738,0.9963948130607605,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,10
9,3,11,310,310,1,2.453031063079834,0.4738582968711853,0.03518250584602356,0.9954829216003418,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,11
9,4,12,278,20487,0,4.570154190063477,0.27671608328819275,0.7340185046195984,0.639630138874054,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,12
10,1,13,7003,7003,1,0.08538800477981567,0.9886691570281982,0.00012059207074344158,0.9999914169311523,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,13
10,2,14,24745,24745,1,0.5711132884025574,0.9243589043617249,0.009040072560310364,0.9989374279975891,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,14
10,3,15,29889,29889,1,2.3022501468658447,0.5750975012779236,1.089898943901062,0.4606863260269165,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,15
10,4,16,13,13,1,0.5515996217727661,0.9250593185424805,0.04309241473674774,0.9947736859321594,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,16
11,1,17,29906,29906,1,0.6386526823043823,0.9195969104766846,0.16476023197174072,0.9654766917228699,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,17
11,2,18,29889,29889,1,0.030580155551433563,0.9970200657844543,0.000826347095426172,0.9999321699142456,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,18
11,3,19,2688,2688,1,1.0050225257873535,0.8637320399284363,0.050510555505752563,0.992673933506012,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,19
11,4,20,13389,505,0,3.4618725776672363,0.41113752126693726,1.8325103521347046,0.31450098752975464,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,20
12,1,21,263,263,1,4.92661714553833,0.23881782591342926,0.0788324773311615,0.990075409412384,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,21
12,2,22,1407,1880,0,5.766031265258789,0.0518464520573616,1.5247011184692383,0.6660361289978027,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,22
13,1,23,11029,20341,0,5.352088928222656,0.09219051152467728,0.36024442315101624,0.9151605367660522,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,23
14,1,24,749,749,1,0.17755383253097534,0.971594512462616,8.14475497463718e-05,0.999994158744812,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,24
14,2,25,363,363,1,1.769813895225525,0.5502722263336182,0.03752521798014641,0.9943734407424927,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,25
14,3,26,278,2117,0,6.127486228942871,0.03626412898302078,0.12959039211273193,0.9786855578422546,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,26
15,1,27,4977,4977,1,0.6584454774856567,0.9292922616004944,0.0018645903328433633,0.999862551689148,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,27
15,2,28,293,293,1,0.4485771358013153,0.9467133283615112,9.356515511171892e-05,0.9999943375587463,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,28
15,3,29,262,262,1,0.5149679780006409,0.9353907704353333,0.00015812627680134028,0.9999877214431763,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,29
15,4,30,29889,29892,0,2.7579727172851562,0.45354825258255005,0.6360484957695007,0.7902438044548035,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,30
16,1,31,541,278,0,4.311709403991699,0.19075404107570648,0.10290320217609406,0.9798562526702881,142,strategyqa,logic,tasksource/strategy-qa,1977a974cf1b946ea1e5,b6da48620d186f6bb8e3256994a2673c5fb7498f,31
1,1,0,450,1763,0,5.583409786224365,0.07413388043642044,1.9100674390792847,0.2812249958515167,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,0
2,1,1,4505,1284,0,5.609079360961914,0.07586032152175903,0.5497555732727051,0.8178658485412598,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,1
3,1,2,278,278,1,2.9746251106262207,0.3420441448688507,0.011992543935775757,0.9987053871154785,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,2
3,2,3,1234,19087,0,6.306288719177246,0.07028667628765106,0.024472583085298538,0.9970446228981018,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,3
4,1,4,395,395,1,4.795385360717773,0.3093462884426117,0.05535474419593811,0.9909834861755371,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,4
4,2,5,29876,29876,1,1.1731008291244507,0.8633269667625427,6.777156522730365e-05,0.9999953508377075,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,5
4,3,6,29938,29938,1,0.7959563136100769,0.8796606659889221,0.03149294853210449,0.9950117468833923,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,6
4,4,7,363,363,1,5.279960632324219,0.11630493402481079,0.20407716929912567,0.9497607350349426,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,7
5,1,8,607,607,1,3.337822914123535,0.38143762946128845,8.943158172769472e-05,0.9999940991401672,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,8
5,2,9,278,278,1,2.944542646408081,0.536543071269989,0.009988285601139069,0.9988841414451599,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,9
5,3,10,395,395,1,4.41258430480957,0.44254589080810547,0.0005254402640275657,0.9999592304229736,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,10
5,4,11,29876,29876,1,1.6759018898010254,0.7993552684783936,7.045430538710207e-05,0.9999949932098389,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,11
6,1,12,29938,29938,1,0.8655334711074829,0.889125406742096,0.0005856499192304909,0.9999538660049438,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,12
6,2,13,338,386,0,4.998556137084961,0.17192910611629486,4.061924119014293e-05,0.9999974966049194,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,13
7,1,14,1840,1840,1,3.218430757522583,0.5150728821754456,0.00016665321891196072,0.9999879598617554,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,14
7,2,15,338,310,0,2.1923398971557617,0.4130098223686218,0.07815700024366379,0.9850099682807922,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,15
8,1,16,278,278,1,0.8671526908874512,0.8736625909805298,0.001192615949548781,0.9998850226402283,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,16
8,2,17,5665,5665,1,1.153019666671753,0.8726873397827148,0.01135234721004963,0.9985265731811523,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,17
8,3,18,338,338,1,0.7770111560821533,0.8956971764564514,0.0010711352806538343,0.9999164342880249,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,18
8,4,19,8572,8572,1,0.9890865683555603,0.8881812691688538,0.00013755475811194628,0.999990701675415,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,19
9,1,20,1821,1821,1,0.05581182613968849,0.9926801919937134,0.00014646783529315144,0.9999884366989136,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,20
9,2,21,491,491,1,1.1503777503967285,0.8179360032081604,3.238808494643308e-05,0.9999979734420776,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,21
9,3,22,697,697,1,2.3676376342773438,0.432975172996521,0.261541485786438,0.9294396638870239,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,22
9,4,23,7284,7284,1,1.0812811851501465,0.8063105344772339,0.00038554787170141935,0.9999709725379944,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,23
10,1,24,29889,29892,0,3.4390597343444824,0.4090140163898468,0.00018671646830625832,0.9999862909317017,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,24
11,1,25,769,591,0,4.201457500457764,0.20563289523124695,0.001280555035918951,0.9998931288719177,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,25
12,1,26,22932,817,0,4.047202110290527,0.1684579700231552,0.8160110712051392,0.5739426612854004,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,26
13,1,27,304,304,1,1.9934699535369873,0.6730267405509949,0.0014746948145329952,0.9998600482940674,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,27
13,2,28,1284,1284,1,4.095580101013184,0.255927175283432,0.5969081521034241,0.8802807331085205,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,28
13,3,29,278,278,1,1.5015571117401123,0.7671544551849365,0.045765772461891174,0.9936824440956116,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,29
13,4,30,19087,10150,0,3.278676748275757,0.5131335854530334,1.8939018249511719,0.3986656367778778,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,30
14,1,31,395,395,1,4.155278205871582,0.3923242688179016,1.3438572883605957,0.48739734292030334,143,hendrycks_math,math,EleutherAI/hendrycks_math/algebra,algebra_train_759,ba1d6d69a0e1efec1e37c67bc85e40651ec599be,31
1,1,0,315,13,0,5.8620100021362305,0.05751005932688713,1.1047859191894531,0.7818686366081238,144,strategyqa,logic,tasksource/strategy-qa,1d923b8a2778448a9716,7dcf865be8ab08bea0118a2235b43416ab7f54e2,0
2,1,1,1576,13,0,5.492071151733398,0.04338376224040985,2.5201785564422607,0.3805161714553833,144,strategyqa,logic,tasksource/strategy-qa,1d923b8a2778448a9716,7dcf865be8ab08bea0118a2235b43416ab7f54e2,1
