source_type,dataset_name,num_tokens,text_hash
json_config,OpenAssistant/oasst1/raw_json_rows,777,a6669680606865cf230854d4ea76f5771b9f476f
code,code_search_net/python,1201,868afb788cb095007048ec515438cd2b7964ee44
code,code_search_net/python,1674,a332216f174bd93225866c1e81ecbea31f7ac7d2
json_config,OpenAssistant/oasst1/raw_json_rows,483,45fb16c94df8151be332246976a43aaefc8a1f0a
math,EleutherAI/hendrycks_math/intermediate_algebra/train,300,e0a42fd6fbec77657f54d4c90a6f7d829fb07323
chat,OpenAssistant/oasst1,2333,7133dd96f7b4f636161af316056d6232a458f8a8
natural_language,wikitext/wikitext-103-raw-v1,560,576f828261047f63cd21e2993aa426b5e0340af6
chat,OpenAssistant/oasst1,415,aa5a2a7992674b2d37041368177409d5121c6b22
math,EleutherAI/hendrycks_math/precalculus/train,669,87a4e40248ab4fe17378d258b7bf576300482c00
math,EleutherAI/hendrycks_math/intermediate_algebra/train,701,db08ac254eb4de24ecffed9fbed7daa8c4441968
code,code_search_net/python,411,24b48e14b19c74de8bb68b7c3e8bfa61473810db
natural_language,wikitext/wikitext-103-raw-v1,396,1d5493901814fc62bbe380397b27e7825f61848d
natural_language,wikitext/wikitext-103-raw-v1,751,a072374328fa287af1219e155c9aca191dd34fd5
code,code_search_net/python,315,eaa836fe5927a9bd1c588d9f40461581cb69c7e1
natural_language,wikitext/wikitext-103-raw-v1,346,1b4b9be394139f2b61d961528196ec9f194fd6ea
math,EleutherAI/hendrycks_math/algebra/train,271,874ca4fea38e21116a03576746c0d0db2a55e1ce
natural_language,wikitext/wikitext-103-raw-v1,606,9d6e2a38692f82feed58ea650d604934eb73a7fe
chat,OpenAssistant/oasst1,407,6f981255dbb70ed33570d0223a81d018729a0b89
chat,OpenAssistant/oasst1,594,325c8b3194fb306a6fd21902592ad95e55e06e63
chat,OpenAssistant/oasst1,469,9225598ff11fefc08d3e54a88a3795294ec71d33
math,gsm8k/main/test,334,d164032509ce96fa7409b0106fcacabfe38e2897
math,EleutherAI/hendrycks_math/number_theory/train,404,d2e1713235676f59be692743ca4144445ef802b4
natural_language,wikitext/wikitext-103-raw-v1,617,a9d56b79197d52e8fd4831b731c294ed53177a6e
chat,OpenAssistant/oasst1,1100,47d1a49191766f22d7efaebe7470042c3581c57e
natural_language,wikitext/wikitext-103-raw-v1,639,fe58953f1c3e597c4686a2eb2b433e54d4140db2
json_config,OpenAssistant/oasst1/raw_json_rows,757,7e2d1b4632953bb2adf8758d5735d888a6492296
json_config,OpenAssistant/oasst1/raw_json_rows,494,fde688a8aeeb52e68dbc05198c0dc631cd5e6fc1
code,code_search_net/python,326,6aab8de28a3b0b6519fb083397c3e5fbacf126d1
chat,OpenAssistant/oasst1,926,2675606e5810ff71098b6a8288ac2391a7eb03cd
code,code_search_net/python,290,6a855c6acb98aa985b521b7027acbf6f8e334568
natural_language,wikitext/wikitext-103-raw-v1,294,31b17053b356ab7b41399fb528b93ba871b433b4
json_config,OpenAssistant/oasst1/raw_json_rows,1184,6c1fcc1cfc132b0c7654d64f467e47471d066d11
code,code_search_net/python,392,0002366c86f34f4b863db922d329f81abfa1687d
natural_language,wikitext/wikitext-103-raw-v1,870,ea09752e2dbfeb0306ebe18aaf63ffbada7dfe31
math,EleutherAI/hendrycks_math/intermediate_algebra/train,277,f5e04ad10a5393fe182c62f6db81a4167d7ce703
chat,OpenAssistant/oasst1,1440,1401e918c40036669eeb536e3e44d4488483d0f6
json_config,OpenAssistant/oasst1/raw_json_rows,757,cf287c8b30c581c747484841f719cdd611a16813
code,code_search_net/python,598,0ee78f2b7f5f38929355ecfe50153d41ffa6f415
math,EleutherAI/hendrycks_math/geometry/train,262,627311ef9057cbb1cc7e7905c0b6017f6aa14a22
chat,OpenAssistant/oasst1,525,71404a1109cd990caf18f940ecbd97f50162aaae
chat,OpenAssistant/oasst1,476,42ab088b8c8e95a050f0b5adefbbdd095440011d
natural_language,wikitext/wikitext-103-raw-v1,1086,2a9b1b4e754adf5b775a7aae2fc45c78842c6ad0
json_config,OpenAssistant/oasst1/raw_json_rows,773,cdddf516f4206f3d96bef4b343a82593f29c0cc8
code,code_search_net/python,1129,c469385b9340068bd5bb2226677cb1aac5af2877
natural_language,wikitext/wikitext-103-raw-v1,258,e3c297051f1db17d46afc3eeabf60ac6ddba79be
natural_language,wikitext/wikitext-103-raw-v1,1320,94616421640e9a057969604e00bbe2db2c4a4186
chat,OpenAssistant/oasst1,324,b05c21a61aa8628289380b9172639eba6b3c70c5
math,EleutherAI/hendrycks_math/geometry/train,785,50a8b124406ea3ee8714fb92b65e107b378fe498
chat,OpenAssistant/oasst1,684,a1327ba0e94e7c351f52ff140449302274a4896e
chat,OpenAssistant/oasst1,317,03e21b83db5164db02037f018e72461c4972a24e
code,code_search_net/python,348,6ee7a76b0781e9fdd91de95c4c68683faa08f332
math,EleutherAI/hendrycks_math/algebra/test,361,215ae83ec240c66c451878cfdd9a000f76dbd4b3
math,EleutherAI/hendrycks_math/intermediate_algebra/train,358,16484eb3693a26be33ab7c052a9c90c01a6337bb
json_config,OpenAssistant/oasst1/raw_json_rows,581,5bd666556cc611fed49c56d0332f111e06bd2586
math,gsm8k/main/train,351,b715e5511979bcc0d56c0ac49d54cc75f24d1c08
math,EleutherAI/hendrycks_math/precalculus/train,1128,36c77abd41b2ecc2c98380f6ff1ae1b237b388c0
json_config,OpenAssistant/oasst1/raw_json_rows,499,80ee5953fad7d03047fd7c461825e9e29fe4112a
json_config,OpenAssistant/oasst1/raw_json_rows,682,87b9929be8bfa2b37b019651df8bed8148c15c98
chat,OpenAssistant/oasst1,1171,62d640a7425f3239139e34af23837834e85a0148
code,code_search_net/python,1727,8d3c88749ebe1609ca6ada5a69ec04029b539449
json_config,OpenAssistant/oasst1/raw_json_rows,856,bbc6b8fd1913b39c95602d6b1189ef0247afc26d
chat,OpenAssistant/oasst1,942,1515535096b8f8e6754a19d760eb3c13dfca9de2
math,EleutherAI/hendrycks_math/precalculus/train,1150,fe50ec039d4acaea9ca61c473ca67e92cea84afb
json_config,OpenAssistant/oasst1/raw_json_rows,571,b70bb17b6ffd4720f7af558205c572a76b800f83
math,EleutherAI/hendrycks_math/algebra/test,1131,1c8b4c1b91571c6cf6900c5b4b6a0d1e31ece731
code,code_search_net/python,284,9862e109b33186019de6181cafcbed8e57b1934d
chat,OpenAssistant/oasst1,1101,903a9b977eaa6d531c289191365a778a5de27235
json_config,OpenAssistant/oasst1/raw_json_rows,492,bb29e9760ce7f48e032444aa5ecc2ec85d941942
natural_language,wikitext/wikitext-103-raw-v1,1308,c8a0a71e817d1cfe8202850f9803760cd30a6c41
natural_language,wikitext/wikitext-103-raw-v1,581,39c38f878bbaf0a2d9cfa1adc041ae24e628cc6c
json_config,OpenAssistant/oasst1/raw_json_rows,904,fd462787aa902f4d10227c0f47d8f106c1181730
chat,OpenAssistant/oasst1,296,4479ffb62c07ad3068d4bd2b3bcfd9005d29de82
natural_language,wikitext/wikitext-103-raw-v1,433,857e19af24446d1fee6d8e72dd555f0f8e561d44
math,gsm8k/main/train,267,b74705d302dd8fae192168f14bb84ef8cabaf8ee
code,code_search_net/python,385,fe1483b7c6b62d607c479398eab654c87b48e66f
json_config,OpenAssistant/oasst1/raw_json_rows,357,e2d418cc86ecf7f538b8271849f80f9580b12a88
chat,OpenAssistant/oasst1,422,6cb8318593098b742d6966d5a99ef46c0c1a3628
json_config,OpenAssistant/oasst1/raw_json_rows,524,bb10eb79ecb18891f7f06df0358573d9510621ca
code,code_search_net/python,748,bc5848a6bd5043f904f72ba391633116d9dfcd4e
code,code_search_net/python,272,b59af9031a2891b3b6b25c32dd3316fec79d04f1
code,code_search_net/python,429,0fbd40d6ac5cd828072f3d811b571dea75dce6e1
natural_language,wikitext/wikitext-103-raw-v1,655,f53925b13691e97b0d8bcb2e4510c5bd59c5094b
code,code_search_net/python,1388,4f45c5c99f2d935cc1b6bc007e816b838f982003
natural_language,wikitext/wikitext-103-raw-v1,1356,14e94447b7cb98f4cced1393a30e3c9c3215b4c8
code,code_search_net/python,294,44707dc502d5fc8cf8d5f1bad61ad6df55002d89
code,code_search_net/python,397,49f8c22b9235fdd2defa7f61a4a0400aed982ce2
math,EleutherAI/hendrycks_math/number_theory/train,770,73e9fd1fdc8b0330e91906dd2fd106bfdbe7a096
natural_language,wikitext/wikitext-103-raw-v1,948,2cab595614ec9cef204e0f970a42bc526afb8b99
json_config,OpenAssistant/oasst1/raw_json_rows,784,f8ba656f389f159de10f4f6615c75149eb027a3c
json_config,OpenAssistant/oasst1/raw_json_rows,805,c0d3905ab03a110346930fb860373e67f3e1cdee
json_config,OpenAssistant/oasst1/raw_json_rows,979,78153c7658b33779faf328283aec1b643486440f
code,code_search_net/python,372,fc127bb28fa78c5fb795bd0cff0c757c0116dddc
chat,OpenAssistant/oasst1,578,8e39cc4748d368b09166a1c7beae1093113b40a0
code,code_search_net/python,261,cb755bdc52ef649eed548f7da52bd5bc45c73481
code,code_search_net/python,835,13dc5f87446acb3d38b8b63822c41fd809ff2bdb
natural_language,wikitext/wikitext-103-raw-v1,622,08feaf88228e15ebf175fa6ca6d5ec380317282e
json_config,OpenAssistant/oasst1/raw_json_rows,693,e24b277cf553de506025c946e9f0acb017166850
natural_language,wikitext/wikitext-103-raw-v1,507,9d6ba54d7ac8ff383915980d0bc350b0e80c4636
math,gsm8k/main/test,337,813c61e71b0ddf1078e8e2a61588d325009a3a67
chat,OpenAssistant/oasst1,381,0a6b7045339a4ae258dede934d00d3aa381303af
code,code_search_net/python,293,1703b09fe55564bfe392ce0cdd86c82d9ef553f2
chat,OpenAssistant/oasst1,502,cd8ddcac105786c66408708b1428c25fd0f2a718
math,gsm8k/main/train,379,110aaf164f5a1496d5c4f5e41866f63e7623c252
chat,OpenAssistant/oasst1,375,8eeca5b0c9ae2c1fd16e5faf73d7d46b5785801f
json_config,OpenAssistant/oasst1/raw_json_rows,356,58f5ee9ba3a129ef4ec0c6c6dd5ad916f4c0b69e
natural_language,wikitext/wikitext-103-raw-v1,841,5681dc37e2be7578b127325fd55d82050df66484
natural_language,wikitext/wikitext-103-raw-v1,815,c513502897eee39f5af65d3ff64b9bf9b81e10f9
chat,OpenAssistant/oasst1,347,1d3567a2dda8d9c2da9a4c81df0535631d25fa40
math,EleutherAI/hendrycks_math/precalculus/train,437,fb19ecf6f2b25fcf051f57676ffc87a7b0b9dad4
code,code_search_net/python,314,eb933e07320e2b866e52ce94e6b69c2ecfd143b3
chat,OpenAssistant/oasst1,452,6932a734e35468280efd0f43c56f1b99880dca43
json_config,OpenAssistant/oasst1/raw_json_rows,593,8ce73e37f1fb0ecd5b766625d9ef0c2d61f3f72c
natural_language,wikitext/wikitext-103-raw-v1,284,4240d615d5205bc3ee4c99889aeccb26055ee141
chat,OpenAssistant/oasst1,262,5bbc630b145d6be7975000cf93e0f47540346ab8
chat,OpenAssistant/oasst1,727,b92060524a857c24ef6bc2de1a6efa41cde3bebd
natural_language,wikitext/wikitext-103-raw-v1,407,8cb625bb7681574ca6dff36c10b72bf94b83aeac
math,EleutherAI/hendrycks_math/geometry/train,268,08ed8c2f0516cf1408e3fad5ed4fefa1438310e9
natural_language,wikitext/wikitext-103-raw-v1,289,66fcaa15310385c572fb598f485a499e4d14ccb2
chat,OpenAssistant/oasst1,439,ce1ce4346810a8440a0aa6c1f627ee052268844d
natural_language,wikitext/wikitext-103-raw-v1,909,30300fefec4f5ab732132b4ae1fdac9902b11a21
natural_language,wikitext/wikitext-103-raw-v1,395,7a862db779afc550639fe4c557631d66a2957ab1
chat,OpenAssistant/oasst1,688,3a9d45cc78c525524a0b8f017d3c8730cc12604d
json_config,OpenAssistant/oasst1/raw_json_rows,490,032cd947c20e3c7a8ad7999054d809cdf7c49430
math,EleutherAI/hendrycks_math/prealgebra/train,283,d44536cb535442f0d6417e3759ae906dce6ff0f9
chat,OpenAssistant/oasst1,389,48cef6b91c1a35742a1469fd52316e23df1bf226
natural_language,wikitext/wikitext-103-raw-v1,702,9164d0f76dd6f4ea2e304da8d66ba3a373ad65ae
code,code_search_net/python,1805,e8dfca0722792325d5c97f0fd264670129ddbdb8
chat,OpenAssistant/oasst1,265,921adfe7a7bd91858df0ce7575a371ee0ea395ae
code,code_search_net/python,446,c5173e32160a5162a703fa92bad998ef1ccbaaeb
code,code_search_net/python,280,2b7decbce3632a1d080ec10278c9e26c910e8bfa
math,gsm8k/main/train,272,fdc5a72ef8f5e667b563e03abacd4e06607176f2
json_config,OpenAssistant/oasst1/raw_json_rows,718,44c752dee980e8b3c0822245989e8afbebaf886e
code,code_search_net/python,264,ee34ff1394099eacdc2af6b9426bbdd8f887c958
chat,OpenAssistant/oasst1,1426,7645583e06fc767d62464df8d82125ab60d1a0eb
math,gsm8k/main/train,267,4f8898ec339eed7b5338b2c1e43bf043532568b4
math,EleutherAI/hendrycks_math/algebra/test,325,5bf2048e48cd200e061a83410b3ca4baeabf32e5
json_config,OpenAssistant/oasst1/raw_json_rows,717,11e5943942539ec2ae5bae8ce04d7282e4dc30ed
math,gsm8k/main/train,257,6f06bc8ebc19c6e3157f24fd00fc0e11bfb20e58
json_config,OpenAssistant/oasst1/raw_json_rows,521,e58964c8997ddf2cfb73b0035ce83a2ae1ad3a97
math,EleutherAI/hendrycks_math/algebra/train,612,f76dd1c07cc49b9265dfceb3c79adb0a060ea78d
code,code_search_net/python,1159,c72329872613403e6933ebd2ffc8d3eef8f9796b
json_config,OpenAssistant/oasst1/raw_json_rows,455,f214f1b39a52c538155b169dcb01d5ac501c3568
chat,OpenAssistant/oasst1,467,91439a7c3a69905657a51730889551574ae9801b
json_config,OpenAssistant/oasst1/raw_json_rows,893,136547165b09dc2c0ff4d4d9cd5558adc7b14228
code,code_search_net/python,278,2f113d701683f50222a1d93461d40dc4eb21ffa0
chat,OpenAssistant/oasst1,496,43b1a747a38aff554513427d1edde36d8b35f0d0
code,code_search_net/python,296,699a0a08de1ff65e4f35f744a7ea329a84cf3030
code,code_search_net/python,321,1f8f43b70532fd36a1076546652beac6e5ca4f2e
chat,OpenAssistant/oasst1,353,38dca78db61f28eb6e797a9c5a126e6045481ae0
natural_language,wikitext/wikitext-103-raw-v1,371,b738f88b6e06f828d8bdb15192de638a3b6bee45
code,code_search_net/python,279,f5ecd4cb44658bc3b288ffa3eef157659d8268eb
math,gsm8k/main/train,452,5e986b4109c446888d2ce1e66fa7c10bd57c557b
code,code_search_net/python,376,137ed275cc71d60a999e01ab165fa5d259d2e3b3
json_config,OpenAssistant/oasst1/raw_json_rows,673,3fb23a6d565ee728c9559c9e6e0dcc783ea75a07
natural_language,wikitext/wikitext-103-raw-v1,441,c1f99911c482a6cdf843688f141e6a8485017a40
chat,OpenAssistant/oasst1,313,b5203893403936adcd87c7fc099664d66f24d474
natural_language,wikitext/wikitext-103-raw-v1,686,ba3d70f2a97ef5f3e8f688722c0a501f3bb017d8
chat,OpenAssistant/oasst1,1049,60697fd878bcceb428742bd6c6c906a62d4d955e
math,EleutherAI/hendrycks_math/intermediate_algebra/train,479,c28692578c26faa2f50ac6f91e91269a750269d2
chat,OpenAssistant/oasst1,293,0ca3a249ff9e815446937fa94f60f2262e1b55bd
json_config,OpenAssistant/oasst1/raw_json_rows,1011,b93fe558bfb738a9e8786311ca85413907ba0481
chat,OpenAssistant/oasst1,413,fd2884ea224812290c1149614d1fb0305f5085a2
math,gsm8k/main/train,362,91aa73810f8235b393b75458e04c392a19e1c0b5
chat,OpenAssistant/oasst1,260,7264feb896d86f0e184b4fc138c26d537218172a
natural_language,wikitext/wikitext-103-raw-v1,583,45595e70c6a23e1d5c97f8e7d6a5f78517313159
natural_language,wikitext/wikitext-103-raw-v1,456,5f3317acf1798d308b0ce6797e254de985f862f3
natural_language,wikitext/wikitext-103-raw-v1,272,b2e3379c7a88c41fb6d328e2d7ad3a03433a4f74
code,code_search_net/python,346,eb2b904b2076f8764ebc99d92573930efe6827d0
natural_language,wikitext/wikitext-103-raw-v1,498,7fee7c67c4abeba54810975270645304504f61f0
code,code_search_net/python,409,cca813b9bbbfeeb1005b943d1c51f83d0832c981
json_config,OpenAssistant/oasst1/raw_json_rows,495,0308dd34dbb3e2bd7a38cab71c606a74efdb134b
math,EleutherAI/hendrycks_math/intermediate_algebra/train,897,adaf875466929f0927d1a528ce8ce0621339e07d
json_config,OpenAssistant/oasst1/raw_json_rows,685,cc0b0a489b622cb6eb1871bb36ae049500fc25c9
math,gsm8k/main/train,318,692fdfe0f9b5ef5820ea85ef0a38f5f15b5b8116
math,EleutherAI/hendrycks_math/algebra/train,483,e6ed267b2c4cda775e57b06ac72b807da7a0c966
math,gsm8k/main/train,462,9d380242ea1cc837a4850574b406e1daa08ec43a
json_config,OpenAssistant/oasst1/raw_json_rows,905,647e07c094f4fb5a629403e0fac40c7f822415ee
json_config,OpenAssistant/oasst1/raw_json_rows,488,f9dd832d01699a59404b0f4a5bf5ef9b98e27e7e
math,gsm8k/main/train,300,fc889c139fe4340365aa18d5ff3aa3e93a18161e
natural_language,wikitext/wikitext-103-raw-v1,987,e3ef67f0acdf92aa509fd970282915a2ca16486b
chat,OpenAssistant/oasst1,336,3fe6e4e2e744bb11f026625be5aef6212d799be1
code,code_search_net/python,347,a5bf26b358be314d1dfbbf481684eeb16a25ff75
chat,OpenAssistant/oasst1,257,12b6dbd342846410ce132807e915cceb7628710e
math,EleutherAI/hendrycks_math/intermediate_algebra/train,438,9e75a18eb33e19202e1a7005be05fec1bb1317b3
json_config,OpenAssistant/oasst1/raw_json_rows,608,dc2598be037a3ca50a16eee013c8ae9ba0ee0f0e
chat,OpenAssistant/oasst1,419,593650c2942fbd17874d78adfbe30c2890ed4308
json_config,OpenAssistant/oasst1/raw_json_rows,832,9a5c95cd387d785981cc00e19dbd9f8502b9f650
code,code_search_net/python,858,6b908afcd9efc7d3525e4e21664179254a605823
code,code_search_net/python,312,1b744dc2a8027ed04193d8887173942156953405
natural_language,wikitext/wikitext-103-raw-v1,272,3791de99c57c9455dca3dc4f50fd573365e02939
json_config,OpenAssistant/oasst1/raw_json_rows,679,cf1a2770fc50a3134107ecfe8db6ecde25bff730
code,code_search_net/python,547,633762da2b210f42485f2e1b004cd834dc654906
chat,OpenAssistant/oasst1,283,297a943b857a27db37d755ddb65f8858909e8b48
code,code_search_net/python,456,9f61df126b1466d9033177e22e2c38cabd3d8f22
json_config,OpenAssistant/oasst1/raw_json_rows,1131,e50372dd4ed714ac817bb102d9f823c95ed519e4
math,EleutherAI/hendrycks_math/geometry/train,478,7dc6752829cda7e3d96bcf162db7ae7dac4b4d7f
json_config,OpenAssistant/oasst1/raw_json_rows,844,89bc7adca81656b9ccd1e1d24faeaeaaf52f5222
code,code_search_net/python,262,ef37485bc7a9f86060b35090a85bf45bb37579b8
math,EleutherAI/hendrycks_math/intermediate_algebra/train,325,40d7b22e89a784fbb8e3da370d1c610d4700fde5
math,EleutherAI/hendrycks_math/geometry/test,628,a548f88d429efc75baa4bb92e72a6c6e7fca179e
math,gsm8k/main/train,265,635910e5252d23d1aa1f4dfad3187ea14b40e7f4
code,code_search_net/python,1762,7fdbc21aafab83173589b95afdfc28c9e1750593
json_config,OpenAssistant/oasst1/raw_json_rows,500,762d9d8b7d457e8307bbf1fd98821bef1714d75e
chat,OpenAssistant/oasst1,397,132cc60db96a66910af43bc6f80e79628a407c5d
code,code_search_net/python,606,4b4cde8c1ff13167e2d63ba1c17216b0c08b15a4
natural_language,wikitext/wikitext-103-raw-v1,509,de466248a9b42929d2271beb81636eff378afcf4
natural_language,wikitext/wikitext-103-raw-v1,260,9c27294bd0f7c3dee0b01e0d9fb51e26e83fad6e
json_config,OpenAssistant/oasst1/raw_json_rows,709,ab01e045831589a4685c02cd40095f9dc1ff2c15
math,EleutherAI/hendrycks_math/intermediate_algebra/train,293,aa5daba0fb607a936b93abd7a41be4358f0284c1
natural_language,wikitext/wikitext-103-raw-v1,973,addf76eedc3d0306f0909da3a00b676db7aa44cf
json_config,OpenAssistant/oasst1/raw_json_rows,1086,41e28ae97e5feb9d8c9b1945955f3c2131aee519
json_config,OpenAssistant/oasst1/raw_json_rows,514,248dc644d02ca65d95a7ec317ce68690133bde61
chat,OpenAssistant/oasst1,675,177ec7d59415bde6d88c04334e57770c70c0bab2
chat,OpenAssistant/oasst1,416,0475f2928f2b4b81fb559141ec54054ec1ed725d
chat,OpenAssistant/oasst1,386,7c5c52b78d2b035adb29bd791069400e4498dc50
chat,OpenAssistant/oasst1,376,6323ddaad30afef88a78dd53924ed7643c0788f5
natural_language,wikitext/wikitext-103-raw-v1,2360,4f5b5aa2a77d90cd8190b38757756936edbc0dd2
json_config,OpenAssistant/oasst1/raw_json_rows,558,11128d0193bf5b1c6c4635f5c954032a0a9c8719
json_config,OpenAssistant/oasst1/raw_json_rows,1243,e7bd638ee30d890ef0b6409888a67a5685975b37
natural_language,wikitext/wikitext-103-raw-v1,282,2c2dc3fb84e37de57902c2b2e6459a48052add3c
math,EleutherAI/hendrycks_math/geometry/train,346,aae2d74924915aaaa5f9d86ca518ce446445cd7c
natural_language,wikitext/wikitext-103-raw-v1,476,fa046081aff211e500c2dfadfc9c5c129ffcfcfb
chat,OpenAssistant/oasst1,495,99a8ed2c496a48607107a46448717c9657b5606e
code,code_search_net/python,281,518f8f65846ae2286c1a14aa6f373ebc8d080956
natural_language,wikitext/wikitext-103-raw-v1,464,992eebdf0ad4e82cb3eee606f9da1f96a7322e4e
math,gsm8k/main/train,265,0f43fac16cb4e7ba1a24cfd48d3957d5cab8a167
chat,OpenAssistant/oasst1,280,d201ee6960917edd0e79d66fc0b784f8a3460801
chat,OpenAssistant/oasst1,416,c7c9bf749c453c4a8320396f91c7b42008899ffe
math,EleutherAI/hendrycks_math/counting_and_probability/train,257,a44d7aa0092889a88f98d2b76cee22f3e50cd1b7
json_config,OpenAssistant/oasst1/raw_json_rows,910,bfc90c1c27cc8fb9604a26268498881be94f537f
chat,OpenAssistant/oasst1,283,5474a6b73bc5e704aac0eab21cef3dc72c94f006
chat,OpenAssistant/oasst1,457,b91f243835891db318564246497955e668911520
code,code_search_net/python,304,57a16a47bc11a6395d7ca952577004183d24f80e
math,EleutherAI/hendrycks_math/geometry/test,474,f12ee63f7c403f22e36a2d7db9bc3a9357250e5c
code,code_search_net/python,1707,4a6966b11bb607b990606b6d7f4f16c27c5336b3
code,code_search_net/python,393,1881acbe476e2b6d0df6552f015ed3e22b2f0752
math,EleutherAI/hendrycks_math/geometry/test,842,6e4dd0d10e1290f0cf5601daf79c8c63b19bdd89
math,EleutherAI/hendrycks_math/intermediate_algebra/test,277,b1f4e86f69416819f9b216609e6cf342a362ccf2
json_config,OpenAssistant/oasst1/raw_json_rows,484,8ea069366b1eca75d21080602b14f5bf5e4dbea1
code,code_search_net/python,276,9c093c70f68ebbbe9827b94237bf26e59f50d130
chat,OpenAssistant/oasst1,256,3f3f7204446d2d419f686bf5ad67e571b362e2d8
json_config,OpenAssistant/oasst1/raw_json_rows,456,403106dd3a3e2accbba3fd3885e914d55cf5c5d7
code,code_search_net/python,321,deec61fa267295c58c2a0d6eac537801f3c4a438
code,code_search_net/python,439,8995aad835c2abf2a0666cac081aeceebbedfc8b
chat,OpenAssistant/oasst1,646,3d82e873a1b88be13821279b442dbfc059064882
code,code_search_net/python,720,06cd7b236fad1dd2f4061ce91fd0d41a9a67adde
math,EleutherAI/hendrycks_math/intermediate_algebra/train,575,574421ec14b3484143727624bac92962054e7d1f
natural_language,wikitext/wikitext-103-raw-v1,262,2be431752130c420aca055b1691c11d132b9b932
code,code_search_net/python,284,a772e7fbe76d151fd73bc948c410ddbc7c67707e
natural_language,wikitext/wikitext-103-raw-v1,908,ac8bb05d58f5185707be3db226ef13144b4fb037
json_config,OpenAssistant/oasst1/raw_json_rows,570,c3cb53faff204948aa7e4d8224dc87638800d148
json_config,OpenAssistant/oasst1/raw_json_rows,831,91aa127a85eeaef29f6f32e16c2e0361b58674de
natural_language,wikitext/wikitext-103-raw-v1,373,de666dcb4c4dba44cce224f2c67fe494cf89516c
json_config,OpenAssistant/oasst1/raw_json_rows,718,3bfdd2af57f6d5680abc7ef924e44531a096ed3a
code,code_search_net/python,282,178536a2d95b2d6389a88c5acd7629517e203646
natural_language,wikitext/wikitext-103-raw-v1,963,280d08cab32df00c0af5341c02367064139c1a74
json_config,OpenAssistant/oasst1/raw_json_rows,701,4c1f77538da5addfff8caf484e6855b9a604d62a
math,EleutherAI/hendrycks_math/precalculus/train,1355,61f5a0f846147675ee0e1c41e046f886d097881b
json_config,OpenAssistant/oasst1/raw_json_rows,497,e3343b13bc212e6305eb2fbaf909634478dcca2f
json_config,OpenAssistant/oasst1/raw_json_rows,577,165de9d54020f35c407b87acdbc5ef1db45f62f3
natural_language,wikitext/wikitext-103-raw-v1,407,eede0371fe2eb9f2875634afff9e75ab12d75705
json_config,OpenAssistant/oasst1/raw_json_rows,578,279e218dfbba40181e90502e71b47e69be4e2da6
math,EleutherAI/hendrycks_math/intermediate_algebra/train,589,e832b0c44d3b99e841c13d970aeb4591a53e1175
natural_language,wikitext/wikitext-103-raw-v1,337,57aec3146a56f3ceba3e1bdbf38ef9bc65fba696
json_config,OpenAssistant/oasst1/raw_json_rows,516,f6289a45b42576f19d0ad93c5fa8d0cb9899a353
chat,OpenAssistant/oasst1,344,483004adc877dc7bd40c5f9eb860d8342ee302be
code,code_search_net/python,1059,a5af248cb9b1a661200c6b27ae2ce0e24ba38615
code,code_search_net/python,456,9008da14de7cb17528a72aceeba4e72dac5e4f08
math,EleutherAI/hendrycks_math/precalculus/train,969,1cb1e18359cb95689439c08d2978a38e6d437659
natural_language,wikitext/wikitext-103-raw-v1,379,8aa2665c2cd547633d15a21527dbeccff9933da7
chat,OpenAssistant/oasst1,502,9745400f1a1b4151f4360e216b91234af7b5f82e
natural_language,wikitext/wikitext-103-raw-v1,309,4f9b200118814137d149a7701ce87c23f2353c0c
chat,OpenAssistant/oasst1,500,b167667e852509b9a8835f8189de2b205b69c37b
chat,OpenAssistant/oasst1,294,98cc49edbadc2f2c0000a399558a35cc4e4ddce3
natural_language,wikitext/wikitext-103-raw-v1,539,941a09c0e7c0453ff646f28223847f94d38a6144
code,code_search_net/python,349,7f23fb8bdf78f507acecbc8b2205ba30a51bf7c4
chat,OpenAssistant/oasst1,277,2e6b74d66036b4bdcd4b43457dedb054f7421dbd
math,gsm8k/main/test,398,5b1ce9817e10cf3fe82cbe176faaa84ecffd071b
natural_language,wikitext/wikitext-103-raw-v1,1782,6f5277c9b2c488d3212fb90df975f69b98b51eb5
math,EleutherAI/hendrycks_math/geometry/train,358,0d1314c804f33fc20fcc234367530fec490efeb6
natural_language,wikitext/wikitext-103-raw-v1,619,5ca4e40168aff1a4959743ba087ac1fe99143c98
math,EleutherAI/hendrycks_math/precalculus/train,467,d17b2c94998a5957e5eee7be62861618ac3c42c0
json_config,OpenAssistant/oasst1/raw_json_rows,500,3c76e6b2afbee81141c2f51d0c5e22dc07d794fa
json_config,OpenAssistant/oasst1/raw_json_rows,582,47e1b88b7ff7be2f6242e5de0313b97beb3514e7
math,EleutherAI/hendrycks_math/geometry/test,1428,7c3eb4ec496e1719259444660b0d10339aa6b11d
chat,OpenAssistant/oasst1,609,11eae26d2880bb985aae364e9bf5ffe4076ea094
math,EleutherAI/hendrycks_math/intermediate_algebra/test,283,fb62cc9adede0e7024285b666fb636c0692af11e
code,code_search_net/python,330,f5ccea39cc966b5bddae4c8cd46ce72087ed4308
json_config,OpenAssistant/oasst1/raw_json_rows,1161,489070c1dbb18e7406306c61088f747beb673615
code,code_search_net/python,599,677f30a23a3794bffd877201c13d09e45744f53b
